country;year;action;priority;public_ri_investment;private_ri_investment;inventions;public_ri_investment_eu_share;private_ri_investment_eu_share;inventions_eu_share;specialisation_index_inventions
Greece;2012;Batteries & e-mobility;Sustainable transport;;;0;;;0;0
Greece;2012;Renewable fuels & bioenergy;Sustainable transport;;;0;;;0;0
Greece;2012;CCUS;CCUS;;;0;;;0;0
Greece;2012;Nuclear safety;Nuclear safety;;;0;;;0;0
Greece;2013;Renewable energy technologies;Number 1 in Renewables;;2,761034;2,558333382;;0,000743391;0,001601235;0,93498435
Greece;2013;Smart solutions for consumers;Smart systems;;;0;;;0;0
Greece;2013;Integrated & flexible energy system;Smart systems;;0,941345;0,333333343;;0,00081543;0,000680858;-0,177229791
Greece;2013;Energy efficiency in buildings;Energy efficiency;;;0,5;;;0,002441328;1,950179054
Greece;2013;Energy efficiency in industry;Energy efficiency;;8,818617;2,358333349;;0,002710524;0,001883371;1,275926069
Greece;2013;Batteries & e-mobility;Sustainable transport;;;0;;;0;0
Greece;2013;Renewable fuels & bioenergy;Sustainable transport;;;0;;;0;0
Greece;2013;CCUS;CCUS;;;0;;;0;0
Greece;2013;Nuclear safety;Nuclear safety;;;0;;;0;0
Greece;2014;Renewable energy technologies;Number 1 in Renewables;;0,720604;0,333333343;;0,000211722;0,00024352;-0,383176975
Greece;2014;Smart solutions for consumers;Smart systems;;;0;;;0;0
Greece;2014;Integrated & flexible energy system;Smart systems;;;0;;;0;0
Greece;2014;Energy efficiency in buildings;Energy efficiency;;5,944033;2,333333351;;0,010962717;0,012454045;30,5454674
Greece;2014;Energy efficiency in industry;Energy efficiency;;;0;;;0;0
Greece;2014;Batteries & e-mobility;Sustainable transport;;;0;;;0;0
Greece;2014;Renewable fuels & bioenergy;Sustainable transport;;;0;;;0;0
Greece;2014;CCUS;CCUS;;;0;;;0;0
Greece;2014;Nuclear safety;Nuclear safety;;;0;;;0;0
Greece;2015;Renewable energy technologies;Number 1 in Renewables;;;0,613636345;;;0,000491778;0,201701607
Greece;2015;Smart solutions for consumers;Smart systems;;1,014619;0,464285687;;0,000460761;0,000484626;0,184224209
Greece;2015;Integrated & flexible energy system;Smart systems;;;0;;;0;0
Greece;2015;Energy efficiency in buildings;Energy efficiency;;0,925331;1,00000003;;0,003096823;0,006660187;15,27473711
Greece;2015;Energy efficiency in industry;Energy efficiency;;;0,5;;;0,000373943;-0,086238676
Greece;2015;Batteries & e-mobility;Sustainable transport;;;0;;;0;0
Greece;2015;Renewable fuels & bioenergy;Sustainable transport;;;0;;;0;0
Greece;2015;CCUS;CCUS;;;0;;;0;0
Greece;2015;Nuclear safety;Nuclear safety;;;0;;;0;0
Greece;2016;Renewable energy technologies;Number 1 in Renewables;;0,809468;4,00000006;;0,000276507;0,003346399;1,487353356
Greece;2016;Smart solutions for consumers;Smart systems;;;0;;;0;0
Greece;2016;Integrated & flexible energy system;Smart systems;;2,08077;0,666666687;;0,002302607;0,001603185;0,191635536
Greece;2016;Energy efficiency in buildings;Energy efficiency;;;0,333333343;;;0,002563562;0,905476883
Greece;2016;Energy efficiency in industry;Energy efficiency;;;2,25;;;0,001767736;0,313944841
Greece;2016;Batteries & e-mobility;Sustainable transport;;;0,73333329;;;0,000622877;-0,537019798
Greece;2016;Renewable fuels & bioenergy;Sustainable transport;;;0;;;0;0
Greece;2016;CCUS;CCUS;;;0;;;0;0
Greece;2016;Nuclear safety;Nuclear safety;;;0;;;0;0
Greece;2017;Renewable energy technologies;Number 1 in Renewables;;;0;;;0;0
Greece;2017;Smart solutions for consumers;Smart systems;;;0;;;0;0
Greece;2017;Integrated & flexible energy system;Smart systems;;;0;;;0;0
Greece;2017;Energy efficiency in buildings;Energy efficiency;;;0;;;0;0
Greece;2017;Energy efficiency in industry;Energy efficiency;;5,34898;0;;0,004901216;0;0
Greece;2017;Batteries & e-mobility;Sustainable transport;;;0;;;0;0
Greece;2017;Renewable fuels & bioenergy;Sustainable transport;;;0;;;0;0
Greece;2017;CCUS;CCUS;;;0;;;0;0
Greece;2017;Nuclear safety;Nuclear safety;;;0;;;0;0
Greece;2018;Renewable energy technologies;Number 1 in Renewables;;;0;;;0;0
Greece;2018;Smart solutions for consumers;Smart systems;;;0;;;0;0
Greece;2018;Integrated & flexible energy system;Smart systems;;;0;;;0;0
Greece;2018;Energy efficiency in buildings;Energy efficiency;;;0;;;0;0
Greece;2018;Energy efficiency in industry;Energy efficiency;;;0;;;0;0
Greece;2018;Batteries & e-mobility;Sustainable transport;;;0;;;0;0
Greece;2018;Renewable fuels & bioenergy;Sustainable transport;;;0;;;0;0
Greece;2018;CCUS;CCUS;;;0;;;0;0
Greece;2018;Nuclear safety;Nuclear safety;;;0;;;0;0
Greece;2019;Renewable energy technologies;Number 1 in Renewables;;;0;;;0;0
Greece;2019;Smart solutions for consumers;Smart systems;;;0;;;0;0
Greece;2019;Integrated & flexible energy system;Smart systems;;;0;;;0;0
Greece;2019;Energy efficiency in buildings;Energy efficiency;;;0;;;0;0
Greece;2019;Energy efficiency in industry;Energy efficiency;;;0;;;0;0
Greece;2019;Batteries & e-mobility;Sustainable transport;;;0;;;0;0
Greece;2019;Renewable fuels & bioenergy;Sustainable transport;;;0;;;0;0
Greece;2019;CCUS;CCUS;;;0;;;0;0
Greece;2019;Nuclear safety;Nuclear safety;;;0;;;0;0
Greece;2020;Renewable energy technologies;Number 1 in Renewables;;;0;;;0;0
Greece;2020;Smart solutions for consumers;Smart systems;;;0;;;0;0
Greece;2020;Integrated & flexible energy system;Smart systems;;;0;;;0;0
Greece;2020;Energy efficiency in buildings;Energy efficiency;;;0;;;0;0
Greece;2020;Energy efficiency in industry;Energy efficiency;;;0;;;0;0
Greece;2020;Batteries & e-mobility;Sustainable transport;;;0;;;0;0
Greece;2020;Renewable fuels & bioenergy;Sustainable transport;;;0;;;0;0
Greece;2020;CCUS;CCUS;;;0;;;0;0
Greece;2020;Nuclear safety;Nuclear safety;;;0;;;0;0
Hungary;2004;Renewable energy technologies;Number 1 in Renewables;0,056434824;0,57434;1,166666672;0,000292636;0,00048194;0,002872483;-0,241784641
Hungary;2004;Smart solutions for consumers;Smart systems;0;2,87873;1,25;0;0,002468581;0,002833185;-0,252157878
Hungary;2004;Integrated & flexible energy system;Smart systems;0,156763401;;0,0625;0,000322996;;0,000406238;-0,892770054
Hungary;2004;Energy efficiency in buildings;Energy efficiency;0;;0,0625;0;;0,000886233;-0,766071692
Hungary;2004;Energy efficiency in industry;Energy efficiency;0;4,26104;0,840909103;0;0,002198673;0,001462528;-0,613953799
Hungary;2004;Batteries & e-mobility;Sustainable transport;;7,92348;3;;0,014630001;0,014883704;2,928674686
Hungary;2004;Renewable fuels & bioenergy;Sustainable transport;2,069276898;1,458513;0,959011156;0,010319305;0,001670136;0,003438669;-0,092335302
Hungary;2004;CCUS;CCUS;0;;0;0;;0;0
Hungary;2004;Nuclear safety;Nuclear safety;0,321051446;6,12644;1;0,000376376;0,034751279;0,029897416;6,891666215
Hungary;2005;Renewable energy technologies;Number 1 in Renewables;0,062705361;;0,5;0,000233752;;0,001132095;-0,374951487
Hungary;2005;Smart solutions for consumers;Smart systems;0,23828037;0,0881624;0,043478262;0,005790663;0,0000794;9,27854E-05;-0,948771651
Hungary;2005;Integrated & flexible energy system;Smart systems;0,313526803;;0;0,000661697;;0;0
Hungary;2005;Energy efficiency in buildings;Energy efficiency;0,23828037;;0;0,005880842;;0;0
Hungary;2005;Energy efficiency in industry;Energy efficiency;18,01525008;0,848137;0,333333343;0,210693536;0,000423592;0,000553586;-0,694356247
Hungary;2005;Batteries & e-mobility;Sustainable transport;;3,652837;1,730769217;;0,004821567;0,007325527;3,044544552
Hungary;2005;Renewable fuels & bioenergy;Sustainable transport;9,650354986;1,428018;1,833333347;0,036274108;0,00120005;0,005565118;2,072593769
Hungary;2005;CCUS;CCUS;0;;0;0;;0;0
Hungary;2005;Nuclear safety;Nuclear safety;0,321051446;;0;0,000375373;;0;0
Hungary;2006;Renewable energy technologies;Number 1 in Renewables;0,078381701;21,48169;5,416666709;0,000285955;0,010096299;0,009171292;1,58553483
Hungary;2006;Smart solutions for consumers;Smart systems;0,252389076;0,187901;0,125;0,004917563;0,000143218;0,00025117;-0,929190992
Hungary;2006;Integrated & flexible energy system;Smart systems;0,401314307;;0;0,000752905;;0;0
Hungary;2006;Energy efficiency in buildings;Energy efficiency;0,252389076;;0;0,004688542;;0;0
Hungary;2006;Energy efficiency in industry;Energy efficiency;22,86550972;4,574731;0,999999985;0,182725617;0,002082103;0,001535043;-0,567246603
Hungary;2006;Batteries & e-mobility;Sustainable transport;;;0;;;0;0
Hungary;2006;Renewable fuels & bioenergy;Sustainable transport;12,51285469;17,45205;3,333333343;0,031051465;0,012908332;0,008820106;1,486529816
Hungary;2006;CCUS;CCUS;0;;0;0;;0;0
Hungary;2006;Nuclear safety;Nuclear safety;0,321051446;;0;0,000371026;;0;0
Hungary;2007;Renewable energy technologies;Number 1 in Renewables;0,078381701;3,816983;2,946249999;0,000268105;0,001505678;0,003498513;0,711008362
Hungary;2007;Smart solutions for consumers;Smart systems;0,511048688;0,596438;0,375000007;0,006401067;0,000303167;0,000660342;-0,677048193
Hungary;2007;Integrated & flexible energy system;Smart systems;0,470290204;1,727699;0,475000001;0,000916744;0,003229223;0,002433341;0,190067659
Hungary;2007;Energy efficiency in buildings;Energy efficiency;0,511048688;;0,078125;0,00620164;;0,000383015;-0,812679656
Hungary;2007;Energy efficiency in industry;Energy efficiency;32,24623166;15,72066;2,913931619;0,166459548;0,007036083;0,004285867;1,096077509
Hungary;2007;Batteries & e-mobility;Sustainable transport;;;0;;;0;0
Hungary;2007;Renewable fuels & bioenergy;Sustainable transport;15,17156198;3,301203;0,49160838;0,028233978;0,001687751;0,001004763;-0,508602961
Hungary;2007;CCUS;CCUS;0;;0;0;;0;0
Hungary;2007;Nuclear safety;Nuclear safety;0,321051446;;0;0,000345254;;0;0
Hungary;2008;Renewable energy technologies;Number 1 in Renewables;0,078381701;6,153;2,5;0,000206108;0,001692823;0,002103122;0,312384956
Hungary;2008;Smart solutions for consumers;Smart systems;5,013293575;;0;0,047291507;;0;0
Hungary;2008;Integrated & flexible energy system;Smart systems;0,470290204;;0;0,000844795;;0;0
Hungary;2008;Energy efficiency in buildings;Energy efficiency;5,013293575;;0;0,041782183;;0;0
Hungary;2008;Energy efficiency in industry;Energy efficiency;36,29072741;9,764835;1,833333284;0,186313598;0,004195759;0,00260125;0,623225473
Hungary;2008;Batteries & e-mobility;Sustainable transport;;2,92771;1;;0,001883477;0,001871734;0,16799485
Hungary;2008;Renewable fuels & bioenergy;Sustainable transport;26,23278758;4,274317;1,297101449;0,048894776;0,002418729;0,00283002;0,76598196
Hungary;2008;CCUS;CCUS;0;;0;0;;0;0
Hungary;2008;Nuclear safety;Nuclear safety;0,321051446;;0;0,000336939;;0;0
Hungary;2009;Renewable energy technologies;Number 1 in Renewables;0,078381701;;1,833333343;0,00015152;;0,001245038;0,096823884
Hungary;2009;Smart solutions for consumers;Smart systems;5,892736256;;0;0,046930349;;0;0
Hungary;2009;Integrated & flexible energy system;Smart systems;0,532995565;;0;0,001041681;;0;0
Hungary;2009;Energy efficiency in buildings;Energy efficiency;5,892736256;;0;0,040531195;;0;0
Hungary;2009;Energy efficiency in industry;Energy efficiency;35,73578497;4,5945146;2,105072452;0,098345462;0,001858284;0,002813187;1,478294651
Hungary;2009;Batteries & e-mobility;Sustainable transport;;;0;;;0;0
Hungary;2009;Renewable fuels & bioenergy;Sustainable transport;25,16679645;9,152168;1,558776138;0,031848239;0,005030825;0,00340523;1,999859073
Hungary;2009;CCUS;CCUS;0;;0;0;;0;0
Hungary;2009;Nuclear safety;Nuclear safety;0,329203143;;0;0,000328407;;0;0
Hungary;2010;Renewable energy technologies;Number 1 in Renewables;0,078381701;10,60527;4,416666687;0,000107113;0,001993954;0,0026273;0,377959305
Hungary;2010;Smart solutions for consumers;Smart systems;6,584062856;9,825411;2,56140346;0,051618906;0,003696692;0,003401131;0,783816376
Hungary;2010;Integrated & flexible energy system;Smart systems;0,564348245;;0,25;0,000888633;;0,000738188;-0,612836896
Hungary;2010;Energy efficiency in buildings;Energy efficiency;6,584062856;5,8171127;1,214912278;0,033863801;0,004872991;0,003823289;1,005228687
Hungary;2010;Energy efficiency in industry;Energy efficiency;38,56379673;4,2399098;0,97773279;0,090627714;0,001616861;0,001146994;-0,398427579
Hungary;2010;Batteries & e-mobility;Sustainable transport;;2,084106;0,738461539;;0,000586926;0,00072723;-0,618584113
Hungary;2010;Renewable fuels & bioenergy;Sustainable transport;23,95344772;0,72248;0,276068363;0,025364513;0,000464211;0,000630384;-0,669377997
Hungary;2010;CCUS;CCUS;0;0,557624;0,153846145;0;0,001984562;0,00145817;-0,235222618
Hungary;2010;Nuclear safety;Nuclear safety;0,329203143;;0;0,000317199;;0;0
Hungary;2011;Renewable energy technologies;Number 1 in Renewables;0,078381701;8,991758;4,13636367;0,000106544;0,001789314;0,002165259;0,649209211
Hungary;2011;Smart solutions for consumers;Smart systems;7,367879863;;0,200000003;0,068962661;;0,000262019;-0,800428394
Hungary;2011;Integrated & flexible energy system;Smart systems;0,570618781;;0;0,000773734;;0;0
Hungary;2011;Energy efficiency in buildings;Energy efficiency;7,367879863;0,446169;0,13636364;0,040913;0,000546443;0,000439376;-0,66534147
Hungary;2011;Energy efficiency in industry;Energy efficiency;40,75848435;12,457879;2,914041545;0,101029127;0,004453166;0,002907052;1,214208957
Hungary;2011;Batteries & e-mobility;Sustainable transport;;;0;;;0;0
Hungary;2011;Renewable fuels & bioenergy;Sustainable transport;23,95344772;2,93481;0,963636383;0,023688947;0,001908431;0,001815748;0,382997299
Hungary;2011;CCUS;CCUS;0;;0;0;;0;0
Hungary;2011;Nuclear safety;Nuclear safety;0,344879483;;0;0,000314155;;0;0
Hungary;2012;Renewable energy technologies;Number 1 in Renewables;0,078381701;5,977616;3,702380925;0,000119036;0,001213732;0,001894751;0,167087417
Hungary;2012;Smart solutions for consumers;Smart systems;7,05435306;;0;0,060641158;;0;0
Hungary;2012;Integrated & flexible energy system;Smart systems;0,573754049;2,798981;1,000000015;0,000794184;0,002427976;0,002006183;0,235725288
Hungary;2012;Energy efficiency in buildings;Energy efficiency;7,05435306;;0;0,034418852;;0;0
Hungary;2012;Energy efficiency in industry;Energy efficiency;40,75848435;4,665933;2,235714272;0,088937909;0,001480138;0,001876281;0,155710536
Hungary;2012;Batteries & e-mobility;Sustainable transport;;;1,000000015;;;0,000664571;-0,590652062
Hungary;2012;Renewable fuels & bioenergy;Sustainable transport;23,16963072;13,928687;4,023809582;0,026953136;0,007374854;0,005490039;2,38163494
Hungary;2012;CCUS;CCUS;0;;0;0;;0;0
Hungary;2012;Nuclear safety;Nuclear safety;0,376232163;;0;0,000301405;;0;0
Hungary;2013;Renewable energy technologies;Number 1 in Renewables;0,533951821;2,25507;2,5;0,000742854;0,000607163;0,001564725;-0,316555121
Hungary;2013;Smart solutions for consumers;Smart systems;;;1;;;0,000946152;-0,586737331
Hungary;2013;Integrated & flexible energy system;Smart systems;8,214527641;2,191129;0,75;0,009247759;0,001898041;0,001531929;-0,330879664
Hungary;2013;Energy efficiency in buildings;Energy efficiency;0,017005694;2,99881;1,00000003;0,000100454;0,005540159;0,004882655;1,132659637
Hungary;2013;Energy efficiency in industry;Energy efficiency;0,017005694;9,31282;3,25;0,0000438;0,002862424;0,002595458;0,133651285
Hungary;2013;Batteries & e-mobility;Sustainable transport;;10,736441;3,624999955;;0,002702335;0,002526784;0,103655812
Hungary;2013;Renewable fuels & bioenergy;Sustainable transport;0,050600091;13,863795;3,783333436;0,0000647;0,007168185;0,005334871;1,330179686
Hungary;2013;CCUS;CCUS;;;0;;;0;0
Hungary;2013;Nuclear safety;Nuclear safety;0,121372496;;0;0,0000958;;0;0
Hungary;2014;Renewable energy technologies;Number 1 in Renewables;0,73730217;4,5697;2;0,00107631;0,001342632;0,001461118;0,148849951
Hungary;2014;Smart solutions for consumers;Smart systems;;0,822699;0,285714291;;0,000353053;0,000275499;-0,783380454
Hungary;2014;Integrated & flexible energy system;Smart systems;3,433607591;;2;0,00361642;;0,003896603;2,063826822
Hungary;2014;Energy efficiency in buildings;Energy efficiency;1,204988534;3,959241;1,238095243;0,006958488;0,007302119;0,006608269;4,195959154
Hungary;2014;Energy efficiency in industry;Energy efficiency;1,204988534;2,68478;1,000000007;0,003054588;0,000821866;0,000760301;-0,402189112
Hungary;2014;Batteries & e-mobility;Sustainable transport;;;0;;;0;0
Hungary;2014;Renewable fuels & bioenergy;Sustainable transport;0;13,3527;2,066666707;0;0,005750511;0,002641017;1,076583076
Hungary;2014;CCUS;CCUS;0;;0;0;;0;0
Hungary;2014;Nuclear safety;Nuclear safety;0,005016429;;0;0,00000441;;0;0
Hungary;2015;Renewable energy technologies;Number 1 in Renewables;1,061783599;2,041576;1,25;0,001528573;0,000675211;0,00100177;0,019392191
Hungary;2015;Smart solutions for consumers;Smart systems;;5,17405;2;;0,002349653;0,002087618;1,124341616
Hungary;2015;Integrated & flexible energy system;Smart systems;4,63862591;1,45841;0,5;0,004904342;0,001414779;0,001088163;0,107304999
Hungary;2015;Energy efficiency in buildings;Energy efficiency;1,680528744;;0;0,011025054;;0;0
Hungary;2015;Energy efficiency in industry;Energy efficiency;1,680528744;2,725488;1,083333343;0,004201177;0,000762281;0,00081021;-0,175538084
Hungary;2015;Batteries & e-mobility;Sustainable transport;;;0;;;0;0
Hungary;2015;Renewable fuels & bioenergy;Sustainable transport;0,006270536;6,143185;1,357142903;0,00000921;0,002800306;0,001696032;0,725866825
Hungary;2015;CCUS;CCUS;0;;0;0;;0;0
Hungary;2015;Nuclear safety;Nuclear safety;0,10428215;;0;0,000084;;0;0
Hungary;2016;Renewable energy technologies;Number 1 in Renewables;3,293570845;3,30774;1,656565659;0,004758273;0,001129893;0,001385882;-0,137550638
Hungary;2016;Smart solutions for consumers;Smart systems;;;0;;;0;0
Hungary;2016;Integrated & flexible energy system;Smart systems;18,38695178;;0;0,021211728;;0;0
Hungary;2016;Energy efficiency in buildings;Energy efficiency;1,921814269;3,77975;1,545454547;0,014113751;0,011889932;0,011885607;6,396540274
Hungary;2016;Energy efficiency in industry;Energy efficiency;1,921814269;5,7354;3,5;0,005261863;0,001892152;0,002749811;0,711236848
Hungary;2016;Batteries & e-mobility;Sustainable transport;;;0;;;0;0
Hungary;2016;Renewable fuels & bioenergy;Sustainable transport;0;12,9049;2,00000003;0;0,006390359;0,002823552;0,757126404
Hungary;2016;CCUS;CCUS;;;0;;;0;0
Hungary;2016;Nuclear safety;Nuclear safety;0,730727513;;0,833333358;0,000619803;;0,012438816;6,740807783
Hungary;2017;Renewable energy technologies;Number 1 in Renewables;13,97900949;;0;0,02044518;;0;0
Hungary;2017;Smart solutions for consumers;Smart systems;11,74587408;;0;0,104049785;;0;0
Hungary;2017;Integrated & flexible energy system;Smart systems;6,983784447;;0;0,007703658;;0;0
Hungary;2017;Energy efficiency in buildings;Energy efficiency;11,74587408;;0;0,067844146;;0;0
Hungary;2017;Energy efficiency in industry;Energy efficiency;15,37887844;;0;0,03633709;;0;0
Hungary;2017;Batteries & e-mobility;Sustainable transport;;;0;;;0;0
Hungary;2017;Renewable fuels & bioenergy;Sustainable transport;4,601971492;;0;0,006915797;;0;0
Hungary;2017;CCUS;CCUS;;;0;;;0;0
Hungary;2017;Nuclear safety;Nuclear safety;0;;0;0;;0;0
Hungary;2018;Renewable energy technologies;Number 1 in Renewables;3,37283042;;0;0,005746144;;0;0
Hungary;2018;Smart solutions for consumers;Smart systems;2,49012706;;0;0,030203525;;0;0
Hungary;2018;Integrated & flexible energy system;Smart systems;1,665354047;;0;0,001700443;;0;0
Hungary;2018;Energy efficiency in buildings;Energy efficiency;2,49012706;;0;0,025765083;;0;0
Hungary;2018;Energy efficiency in industry;Energy efficiency;1,885199041;;0;0,00625044;;0;0
Hungary;2018;Batteries & e-mobility;Sustainable transport;;;0;;;0;0
Hungary;2018;Renewable fuels & bioenergy;Sustainable transport;0,673881969;;0;0,000952131;;0;0
Hungary;2018;CCUS;CCUS;;;0;;;0;0
Hungary;2018;Nuclear safety;Nuclear safety;0;;0;0;;0;0
Hungary;2019;Renewable energy technologies;Number 1 in Renewables;;;0;;;0;0
Hungary;2019;Smart solutions for consumers;Smart systems;;;0;;;0;0
Hungary;2019;Integrated & flexible energy system;Smart systems;;;0;;;0;0
Hungary;2019;Energy efficiency in buildings;Energy efficiency;;;0;;;0;0
Hungary;2019;Energy efficiency in industry;Energy efficiency;;;0;;;0;0
Hungary;2019;Batteries & e-mobility;Sustainable transport;;;0;;;0;0
Hungary;2019;Renewable fuels & bioenergy;Sustainable transport;;;0;;;0;0
Hungary;2019;CCUS;CCUS;;;0;;;0;0
Hungary;2019;Nuclear safety;Nuclear safety;;;0;;;0;0
Hungary;2020;Renewable energy technologies;Number 1 in Renewables;;;0;;;0;0
Hungary;2020;Smart solutions for consumers;Smart systems;;;0;;;0;0
Hungary;2020;Integrated & flexible energy system;Smart systems;;;0;;;0;0
Hungary;2020;Energy efficiency in buildings;Energy efficiency;;;0;;;0;0
Hungary;2020;Energy efficiency in industry;Energy efficiency;;;0;;;0;0
Hungary;2020;Batteries & e-mobility;Sustainable transport;;;0;;;0;0
Hungary;2020;Renewable fuels & bioenergy;Sustainable transport;;;0;;;0;0
Hungary;2020;CCUS;CCUS;;;0;;;0;0
Hungary;2020;Nuclear safety;Nuclear safety;;;0;;;0;0
Ireland;2004;Renewable energy technologies;Number 1 in Renewables;1,515;5,881282;1,15000001;0,007855844;0,004935102;0,002831448;-0,279202281
Ireland;2004;Smart solutions for consumers;Smart systems;2,335;8,58226;4,503205121;0,082144918;0,007359497;0,010206729;1,598312682
Ireland;2004;Integrated & flexible energy system;Smart systems;1,571;1,49301;0,375;0,003236894;0,004114412;0,002437431;-0,379506678
Ireland;2004;Energy efficiency in buildings;Energy efficiency;2,335;;0;0,082144777;;0;0
Ireland;2004;Energy efficiency in industry;Energy efficiency;0,75;5,19373;1,57884616;0,01205057;0,002679936;0,002745965;-0,300963556
Ireland;2004;Batteries & e-mobility;Sustainable transport;;0,916236;0,363636374;;0,001691748;0,001804085;-0,540736527
Ireland;2004;Renewable fuels & bioenergy;Sustainable transport;1,342;1,190674;0,678571422;0,006692438;0,001363435;0,002433113;-0,380605814
Ireland;2004;CCUS;CCUS;0;;0;0;;0;0
Ireland;2004;Nuclear safety;Nuclear safety;0,125;;0;0,00014654;;0;0
Ireland;2005;Renewable energy technologies;Number 1 in Renewables;2,614;12,31365;1,833333347;0,00974441;0,007490871;0,004151016;-0,27145569
Ireland;2005;Smart solutions for consumers;Smart systems;2,0595;5,726048;2,761904791;0,050049737;0,005156666;0,005894081;0,034469515
Ireland;2005;Integrated & flexible energy system;Smart systems;3,929;;0;0,008292144;;0;0
Ireland;2005;Energy efficiency in buildings;Energy efficiency;2,0595;5,0659;2,295454562;0,050829176;0,012772523;0,01876689;2,293774629
Ireland;2005;Energy efficiency in industry;Energy efficiency;0,151;13,72178;4,690584486;0,001765988;0,006853183;0,007789919;0,367207836
Ireland;2005;Batteries & e-mobility;Sustainable transport;;6,16068;1,916666687;;0,008131798;0,008112343;0,42379632
Ireland;2005;Renewable fuels & bioenergy;Sustainable transport;1,051;0,835595;0,472222209;0,003950537;0,000702201;0,001433439;-0,748417212
Ireland;2005;CCUS;CCUS;0;;0;0;;0;0
Ireland;2005;Nuclear safety;Nuclear safety;0,91;;0;0,001063971;;0;0
Ireland;2006;Renewable energy technologies;Number 1 in Renewables;4,331;20,295145;5,274158935;0,015800494;0,009538628;0,008930003;0,480617625
Ireland;2006;Smart solutions for consumers;Smart systems;5,818;9,997789;3,572222225;0,113358246;0,007620299;0,007177895;0,190113518
Ireland;2006;Integrated & flexible energy system;Smart systems;6,254;;0;0,011733113;;0;0
Ireland;2006;Energy efficiency in buildings;Energy efficiency;5,818;0,752002;0,199999988;0,108078911;0,00141917;0,001683858;-0,72081195
Ireland;2006;Energy efficiency in industry;Energy efficiency;0,533;25,90361;4,401395157;0,004259374;0,01178954;0,006756332;0,120217303
Ireland;2006;Batteries & e-mobility;Sustainable transport;;4,14888;1,666666687;;0,004671069;0,005396036;-0,105323277
Ireland;2006;Renewable fuels & bioenergy;Sustainable transport;4,818;1,7240144;1,676136395;0,011956181;0,00127516;0,00443511;-0,264647278
Ireland;2006;CCUS;CCUS;0;;0;0;;0;0
Ireland;2006;Nuclear safety;Nuclear safety;0,821;;0;0,000948797;;0;0
Ireland;2007;Renewable energy technologies;Number 1 in Renewables;1,778;24,9724363;7,419862476;0,006081652;0,009850832;0,008810685;0,60223013
Ireland;2007;Smart solutions for consumers;Smart systems;10,5955;11,406429;4,271428615;0,13271241;0,005797839;0,007521612;0,367811019
Ireland;2007;Integrated & flexible energy system;Smart systems;7,698;;0;0,015005825;;0;0
Ireland;2007;Energy efficiency in buildings;Energy efficiency;10,596;11,154366;2,769887917;0,12858379;0,011399554;0,013579645;1,469469197
Ireland;2007;Energy efficiency in industry;Energy efficiency;4,1135;8,6282383;2,229166637;0,021234461;0,003861733;0,003278701;-0,403765615
Ireland;2007;Batteries & e-mobility;Sustainable transport;;1,07913;0,399999976;;0,000765114;0,000829589;-0,849138525
Ireland;2007;Renewable fuels & bioenergy;Sustainable transport;8,138;5,65852;2,421505377;0,015144657;0,002892937;0,004949143;-0,099994429
Ireland;2007;CCUS;CCUS;0;0,270496;0,066666663;0;0,001220013;0,000996215;-0,818837428
Ireland;2007;Nuclear safety;Nuclear safety;0,742;;0;0,000797936;;0;0
Ireland;2008;Renewable energy technologies;Number 1 in Renewables;8,01;61,1497897;19,04536006;0,021062603;0,016823631;0,016021886;1,16244374
Ireland;2008;Smart solutions for consumers;Smart systems;11,7545;10,2683071;3,316753748;0,110882799;0,004596369;0,004975822;-0,328422729
Ireland;2008;Integrated & flexible energy system;Smart systems;11,926;6,8264582;2,687896996;0,021422984;0,010968183;0,0115691;0,561459597
Ireland;2008;Energy efficiency in buildings;Energy efficiency;11,7545;3,28055;0,919047613;0,097965272;0,003767633;0,003884212;-0,475755244
Ireland;2008;Energy efficiency in industry;Energy efficiency;1,997;9,3955751;2,586385481;0,010252433;0,004037095;0,003669728;-0,50470371
Ireland;2008;Batteries & e-mobility;Sustainable transport;;;0;;;0;0
Ireland;2008;Renewable fuels & bioenergy;Sustainable transport;13,913;13,73536;2,100000009;0,025932167;0,007772496;0,004581786;-0,381604942
Ireland;2008;CCUS;CCUS;0;;0;0;;0;0
Ireland;2008;Nuclear safety;Nuclear safety;0,588;;0;0,000617098;;0;0
Ireland;2009;Renewable energy technologies;Number 1 in Renewables;13,087;32,933975;12,86154458;0,025298607;0,006729486;0,008734423;0,407241166
Ireland;2009;Smart solutions for consumers;Smart systems;8,256;9,972833;3,71538455;0,065751621;0,00447182;0,005071635;-0,182886689
Ireland;2009;Integrated & flexible energy system;Smart systems;15,397;14,2937471;3,926831447;0,030091728;0,016239946;0,01431354;1,306117256
Ireland;2009;Energy efficiency in buildings;Energy efficiency;8,256;15,903933;3,214285687;0,056786106;0,012380674;0,01051303;0,693800465
Ireland;2009;Energy efficiency in industry;Energy efficiency;6,32;17,058772;4,382463325;0,017392743;0,006899543;0,005856657;-0,056408274
Ireland;2009;Batteries & e-mobility;Sustainable transport;;4,7032;1,528925089;;0,002215324;0,002189981;-0,647162607
Ireland;2009;Renewable fuels & bioenergy;Sustainable transport;4,641;2,996969;0,428571448;0,005873122;0,001647394;0,000936237;-0,849158695
Ireland;2009;CCUS;CCUS;0;;0;0;;0;0
Ireland;2009;Nuclear safety;Nuclear safety;0,71;;0;0,000708284;;0;0
